,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Bermuda-Dreieck,Bermuda-Dreieck,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Handgelenk,Handgelenk,LOC,0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Bahnhof,Bahnhof,LOC,0.00000000,0.00000000,de,1.00000000,,2761346,S,48.22568000,16.36105000,EUROPE,Austria,WCE
Kronberg im Taunus,Kronberg im Taunus,LOC,1.00000000,0.00000000,de,1.00000000,4033265-2,2883754,P,50.18100000,8.51300000,EUROPE,Germany,WCE
Taunus,Taunus,LOC,1.00000000,0.00000000,de,1.00000000,4025498-7,2902533,P,50.09019000,8.44930000,EUROPE,Germany,WCE
Verkehrswende im Taunus,Verkehrswende im Taunus,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bahnchaos,Bahnchaos,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landeck,Landeck,LOC,0.00000000,0.00000000,de,1.00000000,4098984-7,2773069,A,47.12575000,10.56679000,EUROPE,Austria,WCE
Erl,Erl,LOC,0.00000000,0.00000000,de,1.00000000,4015298-4,7873648,A,47.69897000,12.21398000,EUROPE,Austria,WCE
Berliner Baumgesetzes,Berliner Baumgesetzes,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Winterflucht Gran Canaria,Winterflucht Gran Canaria,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Boden,Boden,LOC,0.00000000,0.00000000,de,1.00000000,,12683357,A,20.25975000,82.52063000,ASIA,India,SAS
Raiding,Raiding,LOC,0.00000000,0.00000000,de,1.00000000,4104840-4,2768071,P,47.56581000,16.53056000,EUROPE,Austria,WCE
Stauseen,Stauseen,LOC,-0.92500000,0.00000000,de,1.00000000,,0,,,,,,
Konfliktregionen,Konfliktregionen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Israel,Israel,LOC,0.00000000,0.00000000,de,1.00000000,4027808-6,294640,A,31.50000000,34.75000000,EUROPE-AFRICA,Israel,MED
Klim... Belém,Klim... Belém,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Top-Urlaubsziele,Top-Urlaubsziele,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Klimaprotest,Klimaprotest,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Komet 3I/Atlas,Komet 3I/Atlas,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Volksrepublik,Volksrepublik,LOC,0.00000000,0.00000000,de,1.00000000,4075468-6,1873107,A,40.00000000,127.00000000,ASIA,North Korea,EAS
Nordhälfte,Nordhälfte,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
halbe Land,halbe Land,LOC,0.00000000,0.00000000,de,1.00000000,4403736-3,2911691,P,52.11667000,13.70000000,EUROPE,Germany,WCE
Katar,Katar,LOC,0.00000000,0.00000000,de,1.00000000,4029924-7,289688,A,25.50000000,51.25000000,ASIA,Qatar,ARP
Touris,Touris,LOC,0.00000000,0.00000000,de,1.00000000,,2262549,P,38.90726000,-7.53425000,EUROPE-AFRICA,Portugal,MED
Potsdamer Stadtverordneten,Potsdamer Stadtverordneten,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Berliner Landgerichts,Berliner Landgerichts,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Planeten,Planeten,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Haiti,Haiti,LOC,0.00000000,0.00000000,de,1.00000000,4022974-9,3723988,A,19.07582000,-72.29616000,CENTRAL-AMERICA,Haiti,CAR
Entwicklungsstaaten,Entwicklungsstaaten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Chinas CO2-Emissionen,Chinas CO2-Emissionen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Herbstzeit,Herbstzeit,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Griechenland-Fans,Griechenland-Fans,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Meßstetten,Meßstetten,LOC,-0.70000000,0.00000000,de,1.00000000,4038848-7,2871601,P,48.18317000,8.96565000,EUROPE,Germany,WCE
Schwäbischen Alb,Schwäbischen Alb,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Tor der Bundeswehr,Tor der Bundeswehr,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Belem,Belem,LOC,0.70000000,0.00000000,de,1.00000000,4208294-8,3405870,P,-1.45583000,-48.50444000,SOUTH-AMERICA,Brazil,NES
Weltklimakonferenz,Weltklimakonferenz,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bodens,Bodens,LOC,0.00000000,0.00000000,de,1.00000000,,606530,A,66.04393000,21.29977000,EUROPE,Sweden,NEU
Schattenparkens,Schattenparkens,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landwirtschaftskam…,Landwirtschaftskam…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Klimafaktenpapier,Klimafaktenpapier,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Fenchel,Fenchel,LOC,0.00000000,0.00000000,de,1.00000000,,4856525,H,42.62971000,-91.56904000,NORTH-AMERICA,United States,CNA
Möhren,Möhren,LOC,0.00000000,0.00000000,de,1.00000000,4115174-4,2870148,P,48.93543000,10.87277000,EUROPE,Germany,WCE
Uderns,Uderns,LOC,0.00000000,0.00000000,de,1.00000000,4625629-5,7872638,A,47.31502000,11.85193000,EUROPE,Austria,WCE
Nordamerikas,Nordamerikas,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
San Francisco,San Francisco,LOC,0.00000000,0.00000000,de,1.00000000,4344631-0,3600949,P,14.08180000,-87.20681000,CENTRAL-AMERICA,Honduras,SCA
Japantown,Japantown,LOC,0.00000000,0.00000000,de,1.00000000,,6947911,L,37.78450000,-122.43100000,NORTH-AMERICA,United States,WNA
Sandwich,Sandwich,LOC,0.00000000,0.00000000,de,1.00000000,10072912-5,3474415,A,-56.00000000,-33.00000000,SOUTHERN,South Georgia and South Sandwich Islands,SOO
Sushi,Sushi,LOC,0.00000000,0.00000000,de,1.00000000,,485984,P,56.32461000,51.09862000,EUROPE,Russia,EEU
Brüsseler Ratsgebäude,Brüsseler Ratsgebäude,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
EU-Regeln,EU-Regeln,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Strategielosigkeit,Strategielosigkeit,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bezirk Steglitz-Zehlendorf,Bezirk Steglitz-Zehlendorf,LOC,0.00000000,0.00000000,de,1.00000000,,2805059,P,52.43333000,13.25000000,EUROPE,Germany,WCE
Auftrag,Auftrag,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bezirk Schwaz,Bezirk Schwaz,LOC,0.00000000,0.00000000,de,1.00000000,4053811-4,2765389,A,47.26667000,11.76667000,EUROPE,Austria,WCE
Louvre-Museum,Louvre-Museum,LOC,0.00000000,0.00000000,de,1.00000000,,2997319,S,48.86102000,2.33587000,EUROPE,France,WCE
Lobzang D…,Lobzang D…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Louvre,Louvre,LOC,0.00000000,0.00000000,de,1.00000000,,2997319,S,48.86102000,2.33587000,EUROPE,France,WCE
Reaktion di…,Reaktion di…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Wasserstoffkerne,Wasserstoffkerne,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Israels,Israels,LOC,0.00000000,0.00000000,de,1.00000000,,4832418,T,43.24398000,-70.58866000,NORTH-AMERICA,United States,ENA
Grüner Strom,Grüner Strom,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sturm,Sturm,LOC,0.00000000,0.00000000,de,1.00000000,,6626207,T,-71.05000000,162.96667000,POLAR,Antarctica,EAN
Glatteis,Glatteis,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Zillertal,Zillertal,LOC,0.00000000,0.00000000,de,1.00000000,4109019-6,7602524,L,47.24321000,12.02490000,EUROPE,Austria,WCE
Dax,Dax,LOC,0.00000000,0.00000000,de,1.00000000,1214333-9,3021670,P,43.71032000,-1.05366000,EUROPE-AFRICA,France,MED
Brücke…,Brücke…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Oak Park,Oak Park,LOC,-0.70000000,0.00000000,de,1.00000000,,5004188,P,42.45948000,-83.18271000,NORTH-AMERICA,United States,ENA
Herbstferien,Herbstferien,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Garmisch,Garmisch,LOC,0.00000000,0.00000000,de,1.00000000,4019275-1,2922530,P,47.49209000,11.09576000,EUROPE,Germany,WCE
Heizwärme,Heizwärme,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Heizkurve,Heizkurve,LOC,0.56666667,0.33333333,de,1.00000000,,0,,,,,,
Sommerfeeling,Sommerfeeling,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Malta,Malta,LOC,0.00000000,0.00000000,de,1.00000000,508790-9,2562770,A,35.91667000,14.43333000,EUROPE-AFRICA,Malta,MED
Fuerteventura,Fuerteventura,LOC,0.00000000,0.00000000,de,1.00000000,4018826-7,6297185,S,28.45272000,-13.86376000,AFRICA,Spain,SAH
haben.weiterlesen,haben.weiterlesen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sonnenkorona,Sonnenkorona,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Chemie-Chef,Chemie-Chef,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Römer,Römer,LOC,-0.70000000,0.00000000,de,1.00000000,,3198863,H,44.91062000,19.75835000,EUROPE-AFRICA,Serbia,MED
Achs-Photovoltaik,Achs-Photovoltaik,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Herzinfarkte,Herzinfarkte,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Burggartens,Burggartens,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
F.A.Z.-Hauptwache,F.A.Z.-Hauptwache,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mini-Windräder,Mini-Windräder,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Newcastle,Newcastle,LOC,1.00000000,0.00000000,de,1.00000000,4117860-9,2641673,P,54.97328000,-1.61396000,EUROPE,United Kingdom,NEU
Extreme,Extreme,LOC,0.00000000,0.00000000,de,1.00000000,4258492-9,2228373,P,10.59095000,14.31593000,AFRICA,Cameroon,CAF
Deutschland</li><li,Deutschland</li><li,LOC,0.15000000,0.00000000,de,1.00000000,,0,,,,,,
Islamischen Republik Iran,Islamischen Republik Iran,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Anden,Anden,LOC,-0.56666667,0.33333333,de,1.00000000,4079770-3,2803204,P,50.48941000,5.09513000,EUROPE,Belgium,WCE
Aufwind,Aufwind,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Offenbach/Mainz,Offenbach/Mainz,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Mi…,Mi…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nordtirol,Nordtirol,LOC,-0.33333333,0.00000000,de,1.00000000,4440212-0,2775541,P,47.44980000,12.15659000,EUROPE,Austria,WCE
Siedlungsgebieten,Siedlungsgebieten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Gefährdungsgebieten,Gefährdungsgebieten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Marburger Uni…,Marburger Uni…,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Könige,Könige,LOC,0.00000000,1.00000000,de,1.00000000,,2780688,T,47.08333000,11.86667000,EUROPE,Austria,WCE
Remedur,Remedur,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Britischen Inseln,Britischen Inseln,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Essen,Essen,LOC,0.00000000,1.00000000,de,1.00000000,4015557-2,2928810,P,51.45657000,7.01228000,EUROPE,Germany,WCE
Stadt Glendales,Stadt Glendales,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Wintersturm,Wintersturm,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Alte Klimaanlage,Alte Klimaanlage,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Roten Meer,Roten Meer,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Meeresfauna,Meeresfauna,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Jahrtausenden,Jahrtausenden,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
WM-Debatte,WM-Debatte,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Edmonton,Edmonton,LOC,0.00000000,1.00000000,de,1.00000000,4085533-8,5946768,P,53.55014000,-113.46871000,NORTH-AMERICA,Canada,NWN
DFB-Fans,DFB-Fans,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kanada-Kältehammer,Kanada-Kältehammer,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Pompeji,Pompeji,LOC,0.00000000,0.00000000,de,1.00000000,4046755-7,3170336,S,40.75000000,14.48333000,EUROPE-AFRICA,Italy,MED
Andernach,Andernach,LOC,0.00000000,0.00000000,de,1.00000000,4001919-6,2956206,P,50.43109000,7.40425000,EUROPE,Germany,WCE
Peking,Peking,LOC,0.00000000,0.00000000,de,1.00000000,4075971-4,1816670,P,39.90750000,116.39723000,ASIA,China,EAS
Teherans,Teherans,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Altglas,Altglas,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Epuyén,Epuyén,LOC,-0.56666667,0.33333333,de,1.00000000,,3856140,P,-42.22863000,-71.36263000,SOUTH-AMERICA,Argentina,SWS
Blauen Nil,Blauen Nil,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
St. Johann Analysen,St. Johann Analysen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kitzbühel,Kitzbühel,LOC,0.00000000,0.00000000,de,1.00000000,4030895-9,2774347,P,47.44637000,12.39215000,EUROPE,Austria,WCE
Reutte,Reutte,LOC,0.00000000,0.00000000,de,1.00000000,4049661-2,2767510,A,47.41667000,10.55000000,EUROPE,Austria,WCE
Lienz,Lienz,LOC,0.00000000,0.00000000,de,1.00000000,4035690-5,2772505,P,46.82890000,12.76903000,EUROPE,Austria,WCE
Kaltluftströme,Kaltluftströme,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kalifornier,Kalifornier,LOC,1.00000000,0.00000000,de,1.00000000,,0,,,,,,
L.A.,L.A.,LOC,0.00000000,0.00000000,de,1.00000000,4036729-0,2960316,P,49.61167000,6.13000000,EUROPE,Luxembourg,WCE
Mittleren Ring,Mittleren Ring,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kanadas Waldbrände,Kanadas Waldbrände,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sahara-Staub,Sahara-Staub,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
F…,F…,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Museumsquartier,Museumsquartier,LOC,0.00000000,0.00000000,de,1.00000000,,6354987,S,48.20328000,16.35783000,EUROPE,Austria,WCE
Haupthofs,Haupthofs,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Korallen im Roten Meer,Korallen im Roten Meer,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
MQ,MQ,LOC,0.00000000,1.00000000,de,1.00000000,,3496393,L,21.00000000,-86.00000000,CENTRAL-AMERICA,,SCA
Kassel/Frankfurt/Darmstadt,Kassel/Frankfurt/Darmstadt,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Jahresverlauf,Jahresverlauf,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Dresden/Wien,Dresden/Wien,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
sol…,sol…,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Vesuv-Ausbruchs,Vesuv-Ausbruchs,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nebel,Nebel,LOC,-0.70000000,0.00000000,de,1.00000000,,12152659,S,56.37689000,107.07058000,ASIA,Russia,ESB
Weihnachtspause,Weihnachtspause,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Einspruch Podcast,Einspruch Podcast,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Werkstattbrand,Werkstattbrand,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
dpa/bb)-,dpa/bb)-,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Park Babelsberg“,Park Babelsberg“,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Welthandel,Welthandel,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Blockaden,Blockaden,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Klimagipfel,Klimagipfel,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Weltklimagipfel,Weltklimagipfel,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
hohen Aufwand,hohen Aufwand,LOC,-0.15000000,0.00000000,de,1.00000000,,0,,,,,,
Berliner Abgeordnetenhaus,Berliner Abgeordnetenhaus,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schwarz-Rot,Schwarz-Rot,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Abgeordnetenhaus da,Abgeordnetenhaus da,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bürgerschaft,Bürgerschaft,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Händewaschen,Händewaschen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Landesvorstandes,Landesvorstandes,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nachschiebeliste,Nachschiebeliste,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schuldenkrise,Schuldenkrise,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Bangladesch,Bangladesch,LOC,0.00000000,0.00000000,de,1.00000000,4130903-0,1210997,A,24.00000000,90.00000000,ASIA,Bangladesh,SAS
Haus der Kopf,Haus der Kopf,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Dreck,Dreck,LOC,0.00000000,0.00000000,de,1.00000000,,4142120,H,38.96595000,-75.33714000,NORTH-AMERICA,United States,ENA
Strandbesuch am Toten Meer,Strandbesuch am Toten Meer,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Toten Meer,Toten Meer,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Drachenwand,Drachenwand,LOC,0.00000000,0.00000000,de,1.00000000,,2780725,T,47.81667000,13.33333000,EUROPE,Austria,WCE
Sankt Lorenz,Sankt Lorenz,LOC,0.00000000,0.00000000,de,1.00000000,,12059765,A,47.43333000,19.17595000,EUROPE,Hungary,WCE
Mondsee,Mondsee,LOC,0.00000000,0.00000000,de,1.00000000,4333077-0,2771278,H,47.81667000,13.38333000,EUROPE,Austria,WCE
Green Deal,Green Deal,LOC,0.35000000,0.50000000,de,1.00000000,,5527495,H,31.49567000,-100.51444000,NORTH-AMERICA,United States,CNA
Universums im Urknall,Universums im Urknall,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Grenzen,Grenzen,LOC,0.00000000,0.00000000,de,1.00000000,,462258,P,54.55000000,22.68333000,EUROPE,Russia,WCE
Robben,Robben,LOC,-1.00000000,0.00000000,de,1.00000000,,3362356,T,-33.80642000,18.36876000,AFRICA,South Africa,WSAF
Statistische Bundesamt am Dienstag,Statistische Bundesamt am Dienstag,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Miyun,Miyun,LOC,0.00000000,0.00000000,de,1.00000000,,2035740,A,40.53013000,116.98730000,ASIA,China,EAS
Saarlandes,Saarlandes,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
saarländischen Landtag,saarländischen Landtag,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Spaltöffnungen,Spaltöffnungen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mieming,Mieming,LOC,0.35000000,0.50000000,de,1.00000000,4685355-8,2771606,P,47.30000000,10.98333000,EUROPE,Austria,WCE
Irre,Irre,LOC,-3.00000000,0.00000000,de,1.00000000,,2703527,H,65.31667000,16.31667000,EUROPE,Sweden,NEU
Nachbarhaus,Nachbarhaus,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Mangrovenwald,Mangrovenwald,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Marktkeller,Marktkeller,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hauptbahnhof,Hauptbahnhof,LOC,0.00000000,0.00000000,de,1.00000000,,8581471,S,48.18479000,16.37803000,EUROPE,Austria,WCE
Sri Lanka,Sri Lanka,LOC,-1.20000000,0.50000000,de,1.00000000,4009696-8,1227603,A,7.75000000,80.75000000,INDIAN,Sri Lanka,BOB
Wassermangel,Wassermangel,LOC,0.00000000,0.00000000,de,1.00000000,,7911102,P,51.33281000,6.95615000,EUROPE,Germany,WCE
Bündnis,Bündnis,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
der Schweiz,der Schweiz,LOC,0.70000000,0.00000000,de,1.00000000,,2661324,P,47.14035000,7.37175000,EUROPE,Switzerland,WCE
Elektroauto,Elektroauto,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Verbrennerverbot,Verbrennerverbot,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Petronell,Petronell,LOC,0.00000000,0.00000000,de,1.00000000,4262241-4,2769013,P,48.11296000,16.86582000,EUROPE,Austria,WCE
Pfälzerwalds s…,Pfälzerwalds s…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rheinland-Pfal…,Rheinland-Pfal…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sommergenuss,Sommergenuss,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Aragón,Aragón,LOC,0.00000000,1.00000000,de,1.00000000,4068794-6,3336899,A,41.50000000,-0.66667000,EUROPE-AFRICA,Spain,MED
Öfen,Öfen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Flughafen Kopenhagen,Flughafen Kopenhagen,LOC,0.00000000,0.00000000,de,1.00000000,4658816-4,2619034,S,55.61792000,12.65597000,EUROPE,Denmark,NEU
Bezirk Neusiedl am See,Bezirk Neusiedl am See,LOC,0.00000000,0.00000000,de,1.00000000,4802302-4,2770682,A,47.88853000,16.92465000,EUROPE,Austria,WCE
Andau,Andau,LOC,0.00000000,0.00000000,de,1.00000000,4348997-7,2782552,P,47.77441000,17.03293000,EUROPE,Austria,WCE
Freibad,Freibad,LOC,0.00000000,1.00000000,de,1.00000000,,7646795,L,53.46663000,9.04121000,EUROPE,Germany,NEU
Nieder…,Nieder…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kärn…,Kärn…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Parks“,Parks“,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitzeglocke,Hitzeglocke,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sommersonnenwende,Sommersonnenwende,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Waldverband Steiermark…,Waldverband Steiermark…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rote Kreuz,Rote Kreuz,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bezirksmusikfest,Bezirksmusikfest,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bregenzerwälder,Bregenzerwälder,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sandalen,Sandalen,LOC,0.00000000,1.00000000,de,1.00000000,,2728969,T,76.59277000,16.29028000,ARCTIC,Svalbard and Jan Mayen,ARO
Kleidchen,Kleidchen,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Shorts,Shorts,LOC,0.00000000,1.00000000,de,1.00000000,,4524691,L,39.12173000,-84.69634000,NORTH-AMERICA,United States,ENA
Hitzewellenzeiten,Hitzewellenzeiten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Provinz,Provinz,LOC,-0.70000000,0.00000000,de,1.00000000,1029061-8,890299,P,-17.82772000,31.05337000,AFRICA,Zimbabwe,ESAF
Luftraums,Luftraums,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Panikmache</li><li,Panikmache</li><li,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Gesundheitsvorsorge,Gesundheitsvorsorge,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Fusion-Festival,Fusion-Festival,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
daru…,daru…,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Neuköllner,Neuköllner,LOC,-0.70000000,0.00000000,de,1.00000000,,2864693,H,52.46002000,13.45554000,EUROPE,Germany,WCE
Superhitze,Superhitze,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kiel,Kiel,LOC,0.00000000,0.00000000,de,1.00000000,4030481-4,2891122,P,54.32133000,10.13489000,EUROPE,Germany,NEU
Jahreshoch,Jahreshoch,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
sa Punta,sa Punta,LOC,0.00000000,0.00000000,de,1.00000000,,4563725,T,18.17246000,-66.59184000,CENTRAL-AMERICA,Puerto Rico,CAR
Ibiza-Stadt,Ibiza-Stadt,LOC,0.00000000,0.00000000,de,1.00000000,,2516479,P,38.90883000,1.43296000,EUROPE-AFRICA,Spain,MED
Herz-Kreislauf-System,Herz-Kreislauf-System,LOC,-0.50000000,0.50000000,de,1.00000000,,0,,,,,,
Bundesrepublik,Bundesrepublik,LOC,0.00000000,0.00000000,de,1.00000000,4011889-7,11612754,A,50.73389000,7.09972000,EUROPE,Germany,WCE
Ausnahmezustand,Ausnahmezustand,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Arbeiterkammer Kärnten,Arbeiterkammer Kärnten,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Hitzeschutzmaßnahmen am Arbeitsplatz,Hitzeschutzmaßnahmen am Arbeitsplatz,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Empfehlungen,Empfehlungen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Carpentras,Carpentras,LOC,-1.00000000,0.00000000,de,1.00000000,4229605-5,3028542,P,44.05507000,5.04813000,EUROPE-AFRICA,France,MED
Wertstoffhof,Wertstoffhof,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Kultusministeriums,Kultusministeriums,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Bad Bergzabern …,Bad Bergzabern …,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
